sample	long_gene_metastasis_score
TCGA-FR-A729-06	0.6154273825679212
TCGA-FR-A7U8-06	-0.45617963421217905
TCGA-FR-A7U9-06	0.16008757596987597
TCGA-FR-A7UA-06	1.20188477112564
TCGA-FR-A8YC-06	0.6573490898371075
TCGA-FR-A8YD-06	-0.8663429050175211
TCGA-FR-A8YE-06	1.4906898343698634
TCGA-FS-A1YW-06	0.5564138573049507
TCGA-FS-A1YX-06	0.533855026253663
TCGA-FS-A1YY-06	-0.18211711556654073
TCGA-FS-A1Z0-06	1.282519004140668
TCGA-FS-A1Z3-06	0.6929769221789421
TCGA-FS-A1Z4-06	1.402229940154299
TCGA-FS-A1Z7-06	0.9337237226565377
TCGA-FS-A1ZA-06	0.43998241044574304
TCGA-FS-A1ZB-06	-1.1086356359810188
TCGA-FS-A1ZC-06	0.8004725101993977
TCGA-FS-A1ZD-06	1.0555866119873087
TCGA-FS-A1ZE-06	-0.3695594049434779
TCGA-FS-A1ZF-06	0.19857190607751726
TCGA-FS-A1ZG-06	-0.11008920057366123
TCGA-FS-A1ZH-06	1.6191480405281324
TCGA-FS-A1ZJ-06	0.371578253423228
TCGA-FS-A1ZK-06	0.2369098955313452
TCGA-FS-A1ZM-06	0.4701736730933687
TCGA-FS-A1ZN-01	-2.1281768997220194
TCGA-FS-A1ZP-06	1.3293813129434673
TCGA-FS-A1ZQ-06	0.21749726939662828
TCGA-FS-A1ZR-06	-0.37530799751110333
TCGA-FS-A1ZS-06	1.1754196475512921
TCGA-FS-A1ZT-06	1.2002775333766877
TCGA-FS-A1ZU-06	0.17784838553896254
TCGA-FS-A1ZW-06	1.4091576257381662
TCGA-FS-A1ZY-06	-0.3711723352756473
TCGA-FS-A1ZZ-06	-0.9589507262683061
TCGA-FS-A4F0-06	-0.21677332093240115
TCGA-FS-A4F2-06	0.2984061306970478
TCGA-FS-A4F4-06	-0.08229834341265022
TCGA-FS-A4F5-06	0.12198631842351514
TCGA-FS-A4F8-06	1.1444057579618543
TCGA-FS-A4F9-06	0.5178286386895653
TCGA-FS-A4FB-06	-0.4152982315231037
TCGA-FS-A4FC-06	-0.7381137372760838
TCGA-FS-A4FD-06	0.5903211997196506
TCGA-FW-A3I3-06	-1.3353244094258798
TCGA-FW-A3R5-06	0.3468786453170048
TCGA-FW-A3TU-06	-1.3511442920599193
TCGA-FW-A3TV-06	0.6643827020676815
TCGA-FW-A5DX-01	0.44634048687197914
TCGA-FW-A5DY-06	1.2898802877783546
TCGA-GF-A2C7-01	-1.9655744108514537
TCGA-GF-A3OT-06	0.7844964838953424
TCGA-GF-A4EO-06	1.281815273440216
TCGA-GF-A6C8-06	0.6206000581712597
TCGA-GF-A6C9-06	0.26015065796749537
TCGA-GF-A769-01	-0.30316257183623946
TCGA-GN-A261-06	0.668262841118214
TCGA-GN-A262-06	-0.4010555487782966
TCGA-GN-A263-01	-0.16278383559572324
TCGA-GN-A264-06	0.32382315680788015
TCGA-GN-A265-06	1.0362179997198464
TCGA-GN-A266-06	1.1858640435349725
TCGA-GN-A267-06	-0.17889467838372058
TCGA-GN-A268-06	0.24624634636039983
TCGA-GN-A26A-06	0.3772159257636692
TCGA-GN-A26C-01	1.0250016725574222
TCGA-GN-A26D-06	0.6513730056431793
TCGA-GN-A4U3-06	-0.3901850557971474
TCGA-GN-A4U4-06	0.17447201374399252
TCGA-GN-A4U5-01	-2.272481711178397
TCGA-GN-A4U7-06	-1.258156131870081
TCGA-GN-A4U8-06	0.4350927746692187
TCGA-GN-A4U9-06	0.9962707311340993
TCGA-GN-A8LK-06	-0.7595437346143521
TCGA-GN-A8LL-06	-1.3654621477588456
TCGA-GN-A8LN-01	-0.07277560628084878
TCGA-GN-A9SD-06	0.7479133372370955
TCGA-HR-A2OG-06	0.8610150125399298
TCGA-HR-A2OH-06	0.8777746821750396
TCGA-HR-A5NC-01	-2.0201018411822216
TCGA-IH-A3EA-01	-1.3199821319843392
TCGA-LH-A9QB-06	0.22705100838506068
TCGA-OD-A75X-06	-0.15735960300575286
TCGA-QB-A6FS-06	-0.32998164180235523
TCGA-QB-AA9O-06	-0.44419353774444825
TCGA-RP-A690-06	-0.06092963357140979
TCGA-RP-A693-06	0.4865973679614676
TCGA-RP-A694-06	0.18025072259996555
TCGA-RP-A695-06	0.11033413388844254
TCGA-RP-A6K9-06	0.3074914692315458
TCGA-W3-A824-06	-0.0922968963991101
TCGA-W3-A825-06	0.6610969545118315
TCGA-W3-A828-06	0.4473821980932186
TCGA-W3-AA1O-06	-0.18991903292070497
TCGA-W3-AA1Q-06	0.5881516804772559
TCGA-W3-AA1R-06	0.07264876632994594
TCGA-W3-AA1V-06	0.5262870373231336
TCGA-W3-AA1W-06	0.8491026948374094
TCGA-W3-AA21-06	-0.56083819548446745
TCGA-WE-A8JZ-06	0.548883665476058
TCGA-WE-A8K1-06	0.35343863400353603
TCGA-WE-A8K4-01	0.005803859295806152
TCGA-WE-A8K5-06	0.05162899499007084
TCGA-WE-A8K6-06	-0.034454269152245615
TCGA-WE-A8ZM-06	0.4582639140527544
TCGA-WE-A8ZN-06	-0.5350885538112304
TCGA-WE-A8ZO-06	0.6097971976206898
TCGA-WE-A8ZQ-06	0.5036389049665981
TCGA-WE-A8ZR-06	0.2001031472705596
TCGA-WE-A8ZT-06	0.42713039415298126
TCGA-WE-A8ZX-06	0.133596289058538
TCGA-WE-A8ZY-06	0.0029580146709534683
TCGA-WE-AA9Y-06	0.7799726754902818
TCGA-WE-AAA0-06	0.26216556050055195
TCGA-WE-AAA3-06	0.3871416957554662
TCGA-WE-AAA4-06	-0.2961238182239554
TCGA-XV-A9VZ-01	-1.4177284476251077
TCGA-XV-A9W2-01	-3.2979164273849193
TCGA-XV-A9W5-01	-1.8072655038722678
TCGA-XV-AAZV-01	-2.4423213588591888
TCGA-XV-AAZW-01	-3.2329020274726723
TCGA-XV-AAZY-01	-1.229279103611728
TCGA-XV-AB01-01	-0.4306015273005067
TCGA-YD-A89C-06	0.35961263313699243
TCGA-YD-A9TA-06	0.9108355578193992
TCGA-YD-A9TB-06	0.5920985129312697
TCGA-YG-AA3N-01	-2.3796802259431993
TCGA-YG-AA3O-06	0.5859856086836435
TCGA-YG-AA3P-06	-0.08567535327070441
TCGA-Z2-A8RT-06	0.4862378205732076
TCGA-Z2-AA3S-06	0.4719749184425425
TCGA-Z2-AA3V-06	-0.5727195672307412
