category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0021670	lateral ventricle development	0.5172583753173285	1	0.5429897000991846	1
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	0.5175459051678193	1	0.5065091729295828	1
GO:0010763	positive regulation of fibroblast migration	0.5177267744817755	1	0.5697185905268884	1
GO:0048168	regulation of neuronal synaptic plasticity	0.517739014103307	1	0.5793718500999095	1
GO:0070417	cellular response to cold	0.5179577003427122	1	0.5429897000991846	1
GO:0046889	positive regulation of lipid biosynthetic process	0.5184116182149388	1	0.5592992112483359	1
GO:0044087	regulation of cellular component biogenesis	0.5186307899762018	1	0.7220524256151648	1
GO:0002637	regulation of immunoglobulin production	0.5187118223352114	1	0.5065091729295828	1
GO:0006837	serotonin transport	0.5189021303019661	1	0.5146026381623099	1
GO:0016446	somatic hypermutation of immunoglobulin genes	0.5191324830134159	1	0.5429897000991846	1
GO:0070914	UV-damage excision repair	0.5198767265766928	1	0.5146026381623099	1
GO:0032305	positive regulation of icosanoid secretion	0.5199286587387166	1	0.48445467467738457	1
GO:0010758	regulation of macrophage chemotaxis	0.5200488116502598	1	0.492933099069382	1
GO:0010828	positive regulation of D-glucose transmembrane transport	0.5200830632873168	1	0.6147231870500846	1
GO:0031115	negative regulation of microtubule polymerization	0.5200898437356786	1	0.5429897000991846	1
GO:0098698	postsynaptic specialization assembly	0.5201432755679254	1	0.5823560591070348	1
GO:1901748	leukotriene D4 metabolic process	0.5203421802341923	1	0.45243672360015863	1
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	0.5204248001879328	1	0.5146026381623099	1
GO:0097190	apoptotic signaling pathway	0.5205055059314402	1	0.4933867931622654	1
GO:0048302	regulation of isotype switching to IgG isotypes	0.5208371755145702	1	0.5429897000991846	1
GO:0060760	positive regulation of response to cytokine stimulus	0.5210683205200518	1	0.5190314091220347	1
GO:0072077	renal vesicle morphogenesis	0.5215101661121903	1	0.5697185905268884	1
GO:0072530	purine-containing compound transmembrane transport	0.5218308155021364	1	0.5301363741784577	1
GO:0007100	mitotic centrosome separation	0.521866350119543	1	0.5429897000991846	1
GO:0040019	positive regulation of embryonic development	0.5219899564942687	1	0.5429897000991846	1
GO:0006656	phosphatidylcholine biosynthetic process	0.522091207154912	1	0.47364423239195486	1
GO:0038110	interleukin-2-mediated signaling pathway	0.5221763069682182	1	0.5146026381623099	1
GO:0071352	cellular response to interleukin-2	0.5221763069682182	1	0.5146026381623099	1
GO:0090209	negative regulation of triglyceride metabolic process	0.5222514508031801	1	0.5146026381623099	1
GO:0034143	regulation of toll-like receptor 4 signaling pathway	0.5223360933934211	1	0.5301363741784577	1
GO:0031100	animal organ regeneration	0.5223448748734916	1	0.523371523984559	1
GO:0032490	detection of molecule of bacterial origin	0.5224420444767905	1	0.5146026381623099	1
GO:0009190	cyclic nucleotide biosynthetic process	0.5225439017255693	1	0.5697185905268884	1
GO:1901184	regulation of ERBB signaling pathway	0.5227543331869224	1	0.5436137224577273	1
GO:0016601	Rac protein signal transduction	0.5227771515856102	1	0.5793718500999095	1
GO:0061351	neural precursor cell proliferation	0.5235246375101166	1	0.6176309041093461	1
GO:2000644	regulation of receptor catabolic process	0.5238145080936618	1	0.5429897000991846	1
GO:2000303	regulation of ceramide biosynthetic process	0.5239649194608162	1	0.5146026381623099	1
GO:0048841	regulation of axon extension involved in axon guidance	0.5241658007473544	1	0.5948860533779868	1
GO:1903019	negative regulation of glycoprotein metabolic process	0.5244453991879647	1	0.5146026381623099	1
GO:0061430	bone trabecula morphogenesis	0.5246053267066092	1	0.5429897000991846	1
GO:0007158	neuron cell-cell adhesion	0.5247694252527799	1	0.5948860533779868	1
GO:1902514	regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	0.5250724984016721	1	0.5429897000991846	1
GO:0060576	intestinal epithelial cell development	0.5253148478028332	1	0.5429897000991846	1
GO:0001654	eye development	0.5253559683094788	1	0.634549759276325	1
GO:0071230	cellular response to amino acid stimulus	0.5253750325983446	1	0.579229059473018	1
GO:0014004	microglia differentiation	0.5256817789765362	1	0.5697185905268884	1
GO:0006851	mitochondrial calcium ion transmembrane transport	0.5257381066985384	1	0.5697185905268884	1
GO:0032908	regulation of transforming growth factor beta1 production	0.5258757055463638	1	0.5146026381623099	1
GO:1901978	positive regulation of cell cycle checkpoint	0.5259118653893723	1	0.5429897000991846	1
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	0.5259393257374592	1	0.5697185905268884	1
GO:0048562	embryonic organ morphogenesis	0.5261260959973665	1	0.5339419745409777	1
GO:0034368	protein-lipid complex remodeling	0.5264996759941689	1	0.47364423239195486	1
GO:0034369	plasma lipoprotein particle remodeling	0.5264996759941689	1	0.47364423239195486	1
GO:0032486	Rap protein signal transduction	0.5267141249054211	1	0.5697185905268884	1
GO:0060795	cell fate commitment involved in formation of primary germ layer	0.5271827543117419	1	0.492933099069382	1
GO:0071371	cellular response to gonadotropin stimulus	0.5272319313712828	1	0.5697185905268884	1
GO:0002828	regulation of type 2 immune response	0.5272735113283968	1	0.5117681007869435	1
GO:0055094	response to lipoprotein particle	0.5275689245789008	1	0.5480281032736558	1
GO:0010906	regulation of glucose metabolic process	0.5278957662842653	1	0.5802545524151135	1
GO:0003214	cardiac left ventricle morphogenesis	0.5282786367523858	1	0.5429897000991846	1
GO:0060272	embryonic skeletal joint morphogenesis	0.5282878000304707	1	0.5146026381623099	1
GO:0045475	locomotor rhythm	0.5285171296204083	1	0.5429897000991846	1
GO:0046184	aldehyde biosynthetic process	0.5285450589251768	1	0.5697185905268884	1
GO:0006213	pyrimidine nucleoside metabolic process	0.5290602363218386	1	0.48445467467738457	1
GO:0032965	regulation of collagen biosynthetic process	0.529237613270623	1	0.5301363741784577	1
GO:0032612	interleukin-1 production	0.5295463781210801	1	0.503361521186179	1
GO:0032652	regulation of interleukin-1 production	0.5295463781210801	1	0.503361521186179	1
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	0.5298420040926051	1	0.492933099069382	1
GO:0021537	telencephalon development	0.5301654920981352	1	0.6574751467544226	1
GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	0.5303492845943675	1	0.5697185905268884	1
GO:0045944	positive regulation of transcription by RNA polymerase II	0.5304110361093185	1	0.6422355636455704	1
GO:0048660	regulation of smooth muscle cell proliferation	0.53057779295696	1	0.5749702399851433	1
GO:0006568	L-tryptophan metabolic process	0.5310897479641283	1	0.5146026381623099	1
GO:0060295	regulation of cilium movement involved in cell motility	0.5310933704117683	1	0.5146026381623099	1
GO:1902019	regulation of cilium-dependent cell motility	0.5310933704117683	1	0.5146026381623099	1
GO:0006002	fructose 6-phosphate metabolic process	0.531305429887893	1	0.5429897000991846	1
GO:0072531	pyrimidine-containing compound transmembrane transport	0.5316576246318246	1	0.5429897000991846	1
GO:0042491	inner ear auditory receptor cell differentiation	0.5316607817425912	1	0.5987852157743436	1
GO:0007219	Notch signaling pathway	0.5318479128335274	1	0.5801790522725292	1
GO:0038065	collagen-activated signaling pathway	0.5321036171861908	1	0.5948860533779868	1
GO:0045494	photoreceptor cell maintenance	0.5327620273127964	1	0.5987852157743436	1
GO:0009437	carnitine metabolic process	0.5329775197968425	1	0.5429897000991846	1
GO:0010742	macrophage derived foam cell differentiation	0.53348399273126	1	0.5480281032736558	1
GO:0038034	signal transduction in absence of ligand	0.5336594908245439	1	0.5190314091220347	1
GO:0035728	response to hepatocyte growth factor	0.533768950694258	1	0.5697185905268884	1
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	0.5345157566286325	1	0.48445467467738457	1
GO:0071732	cellular response to nitric oxide	0.5345168702079368	1	0.5429897000991846	1
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	0.5349033390355016	1	0.6043942250937755	1
GO:2000328	regulation of T-helper 17 cell lineage commitment	0.534937301000421	1	0.5146026381623099	1
GO:0042983	amyloid precursor protein biosynthetic process	0.5349587501701749	1	0.5429897000991846	1
GO:0042984	regulation of amyloid precursor protein biosynthetic process	0.5349587501701749	1	0.5429897000991846	1
GO:0051963	regulation of synapse assembly	0.5349645327153043	1	0.6629022683037615	1
GO:1905809	negative regulation of synapse organization	0.5349765673987785	1	0.5429897000991846	1
GO:0002579	positive regulation of antigen processing and presentation	0.5350657251405107	1	0.45243672360015863	1
GO:0006631	fatty acid metabolic process	0.5350816987191904	1	0.49981310547090607	1
GO:0031272	regulation of pseudopodium assembly	0.5352034168521645	1	0.5146026381623099	1
GO:0031274	positive regulation of pseudopodium assembly	0.5352034168521645	1	0.5146026381623099	1
GO:0099550	trans-synaptic signaling, modulating synaptic transmission	0.5352121525368644	1	0.5429897000991846	1
GO:0043537	negative regulation of blood vessel endothelial cell migration	0.5354646116781727	1	0.5654362080847475	1
GO:1904321	response to forskolin	0.5354982825511307	1	0.5697185905268884	1
GO:0051606	detection of stimulus	0.5355727361806712	1	0.5455372987135613	1
GO:0071677	positive regulation of mononuclear cell migration	0.5356897466857697	1	0.4517789165410932	1
GO:1903054	negative regulation of extracellular matrix organization	0.5360433179705318	1	0.5697185905268884	1
GO:0009064	glutamine family amino acid metabolic process	0.5366167663171021	1	0.5657640299099614	1
GO:0002323	natural killer cell activation involved in immune response	0.5366952035683621	1	0.5146026381623099	1
GO:0034204	lipid translocation	0.5368528074717146	1	0.6057662489630051	1
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.5368817781389947	1	0.5698427914371331	1
GO:0007351	tripartite regional subdivision	0.5373002334503827	1	0.5697185905268884	1
GO:0008595	anterior/posterior axis specification, embryo	0.5373002334503827	1	0.5697185905268884	1
GO:0014743	regulation of muscle hypertrophy	0.5375925429514907	1	0.5927075458068191	1
GO:0045981	positive regulation of nucleotide metabolic process	0.5376509987533327	1	0.5480281032736558	1
GO:1900544	positive regulation of purine nucleotide metabolic process	0.5376509987533327	1	0.5480281032736558	1
GO:1903580	positive regulation of ATP metabolic process	0.5376509987533327	1	0.5480281032736558	1
GO:0015914	phospholipid transport	0.5376949471348664	1	0.5698427914371331	1
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	0.5380682785356332	1	0.5429897000991846	1
GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.538078906922123	1	0.47364423239195486	1
GO:0006971	hypotonic response	0.5381761882116192	1	0.5429897000991846	1
GO:0006826	iron ion transport	0.5384680547536724	1	0.5377564355918655	1
GO:0061763	multivesicular body-lysosome fusion	0.538614178654452	1	0.48445467467738457	1
GO:0110025	DNA strand resection involved in replication fork processing	0.540159450540158	1	0.5697185905268884	1
GO:0071356	cellular response to tumor necrosis factor	0.5401710401029796	1	0.5208085257305295	1
GO:0010591	regulation of lamellipodium assembly	0.5405932485935446	1	0.5654362080847475	1
GO:0110110	positive regulation of animal organ morphogenesis	0.5407477782654986	1	0.5654362080847475	1
GO:0038061	non-canonical NF-kappaB signal transduction	0.5407493072861983	1	0.530006144808548	1
GO:0060039	pericardium development	0.5408498631604405	1	0.5948860533779868	1
GO:0050810	regulation of steroid biosynthetic process	0.5408928013887173	1	0.5675331612064833	1
GO:0072537	fibroblast activation	0.5412111855186337	1	0.5697185905268884	1
GO:0014033	neural crest cell differentiation	0.5412635249245488	1	0.5905303335082797	1
GO:0055013	cardiac muscle cell development	0.5413118327067337	1	0.6132019377279895	1
GO:0043268	positive regulation of potassium ion transport	0.5414747449537466	1	0.5301363741784577	1
GO:0008340	determination of adult lifespan	0.541495685623343	1	0.5654362080847475	1
GO:0034260	negative regulation of GTPase activity	0.5416125765358346	1	0.5697185905268884	1
GO:2000508	regulation of dendritic cell chemotaxis	0.5417081834800016	1	0.48445467467738457	1
GO:0006086	pyruvate decarboxylation to acetyl-CoA	0.5417110885375163	1	0.5697185905268884	1
GO:0051154	negative regulation of striated muscle cell differentiation	0.5418048489943452	1	0.5480281032736558	1
GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	0.5418227541070535	1	0.5948860533779868	1
GO:2000108	positive regulation of leukocyte apoptotic process	0.5418229529140076	1	0.5301363741784577	1
GO:0002566	somatic diversification of immune receptors via somatic mutation	0.5418731020762739	1	0.5697185905268884	1
GO:0003002	regionalization	0.5424960534556136	1	0.5481429627285712	1
GO:0001708	cell fate specification	0.5426188376053621	1	0.5592992112483359	1
GO:0009650	UV protection	0.5427897325483244	1	0.5146026381623099	1
GO:0072376	protein activation cascade	0.5430054590703135	1	0.5948860533779868	1
GO:1902742	apoptotic process involved in development	0.5431479594358141	1	0.5823560591070348	1
GO:0097576	vacuole fusion	0.5433789425788993	1	0.48445467467738457	1
GO:0097254	renal tubular secretion	0.5435583409559089	1	0.5697185905268884	1
GO:0009755	hormone-mediated signaling pathway	0.5435741661225812	1	0.6392363466918998	1
GO:0048291	isotype switching to IgG isotypes	0.543608940972435	1	0.5697185905268884	1
GO:0097084	vascular associated smooth muscle cell development	0.5436850052348026	1	0.5146026381623099	1
GO:0046321	positive regulation of fatty acid oxidation	0.5437376965968845	1	0.5697185905268884	1
GO:1904948	midbrain dopaminergic neuron differentiation	0.5442426281057339	1	0.5697185905268884	1
GO:0006006	glucose metabolic process	0.5443641889670783	1	0.568013186097799	1
GO:0048532	anatomical structure arrangement	0.5446907911786429	1	0.5948860533779868	1
GO:0003170	heart valve development	0.5450407184598596	1	0.6132019377279895	1
GO:0061370	testosterone biosynthetic process	0.5452017070379201	1	0.48445467467738457	1
GO:0072087	renal vesicle development	0.5453242462973731	1	0.5948860533779868	1
GO:0042733	embryonic digit morphogenesis	0.5455784947424035	1	0.5793718500999095	1
GO:0032418	lysosome localization	0.5455993513760563	1	0.5314020792909234	1
GO:0070365	hepatocyte differentiation	0.545985082711566	1	0.5429897000991846	1
GO:0010958	regulation of amino acid import across plasma membrane	0.5461096328858115	1	0.5429897000991846	1
GO:1903789	regulation of amino acid transmembrane transport	0.5461096328858115	1	0.5429897000991846	1
GO:0120009	intermembrane lipid transfer	0.5463825028740288	1	0.5480281032736558	1
GO:0090153	regulation of sphingolipid biosynthetic process	0.5464720694475698	1	0.5429897000991846	1
GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	0.5464816608419487	1	0.48445467467738457	1
GO:0009166	nucleotide catabolic process	0.5465703315086751	1	0.5328146337505426	1
GO:0023019	signal transduction involved in regulation of gene expression	0.5467640391991015	1	0.5301363741784577	1
GO:1903798	regulation of miRNA processing	0.5471987651450108	1	0.5697185905268884	1
GO:0032352	positive regulation of hormone metabolic process	0.5486707935807047	1	0.5697185905268884	1
GO:0045923	positive regulation of fatty acid metabolic process	0.548908709478539	1	0.5823560591070348	1
GO:0045071	negative regulation of viral genome replication	0.5491234201850325	1	0.5087443342842501	1
GO:0044539	long-chain fatty acid import into cell	0.5491428812443435	1	0.5948860533779868	1
GO:0019318	hexose metabolic process	0.5493080707112449	1	0.5743278216052563	1
GO:0060325	face morphogenesis	0.5498675862288995	1	0.5654362080847475	1
GO:0002011	morphogenesis of an epithelial sheet	0.550091910012286	1	0.6185440108397078	1
GO:0071354	cellular response to interleukin-6	0.5514465389586227	1	0.5654362080847475	1
GO:0072148	epithelial cell fate commitment	0.5516201078558236	1	0.5697185905268884	1
GO:0051782	negative regulation of cell division	0.5516762496364906	1	0.5697185905268884	1
GO:0010092	specification of animal organ identity	0.551910475698101	1	0.5823560591070348	1
GO:0071472	cellular response to salt stress	0.5519337100709871	1	0.5429897000991846	1
GO:0030516	regulation of axon extension	0.5524538675023334	1	0.6454232080745806	1
GO:0060317	cardiac epithelial to mesenchymal transition	0.5529467860655229	1	0.5654362080847475	1
GO:0021953	central nervous system neuron differentiation	0.5530781615497653	1	0.6527009437088994	1
GO:0061099	negative regulation of protein tyrosine kinase activity	0.5533473170857475	1	0.5429897000991846	1
GO:0032535	regulation of cellular component size	0.5533929677831394	1	0.6786871820577693	1
GO:0170035	L-amino acid catabolic process	0.5535363120008734	1	0.5190314091220347	1
GO:1901222	regulation of non-canonical NF-kappaB signal transduction	0.5536314633723736	1	0.5159021922700661	1
GO:0010043	response to zinc ion	0.5542171663115854	1	0.4788058331800322	1
GO:0045596	negative regulation of cell differentiation	0.5543451848970359	1	0.6063719122108332	1
GO:0090077	foam cell differentiation	0.5545170484925931	1	0.5654362080847475	1
GO:0001778	plasma membrane repair	0.5545226058921208	1	0.5301363741784577	1
GO:0003006	developmental process involved in reproduction	0.5546974409740277	1	0.5896076979706035	1
GO:0060043	regulation of cardiac muscle cell proliferation	0.5549323918676677	1	0.5987852157743436	1
GO:0016322	neuron remodeling	0.5552903012802419	1	0.5697185905268884	1
GO:0061061	muscle structure development	0.5553502128268759	1	0.6381789681181784	1
GO:0044281	small molecule metabolic process	0.5554078010726863	1	0.46393892914822943	1
GO:1990849	vacuolar localization	0.5554275828992378	1	0.5436137224577273	1
GO:0034367	protein-containing complex remodeling	0.5555236913269495	1	0.5117681007869435	1
GO:0030835	negative regulation of actin filament depolymerization	0.5555475653614461	1	0.6301712124651655	1
GO:0055089	fatty acid homeostasis	0.5559899978312208	1	0.5697185905268884	1
GO:0007625	grooming behavior	0.5561467966281644	1	0.5429897000991846	1
GO:1902170	cellular response to reactive nitrogen species	0.5565332864820511	1	0.5697185905268884	1
GO:1901699	cellular response to nitrogen compound	0.556748987603989	1	0.6730993420434361	1
GO:0060004	reflex	0.5569779765172648	1	0.5697185905268884	1
GO:0031269	pseudopodium assembly	0.5571862422614984	1	0.5429897000991846	1
GO:0097709	connective tissue replacement	0.5572561916227377	1	0.5697185905268884	1
GO:0019226	transmission of nerve impulse	0.5572608081974985	1	0.6185440108397078	1
GO:0030539	male genitalia development	0.5574548445551653	1	0.5948860533779868	1
GO:0003188	heart valve formation	0.5576601927165532	1	0.5697185905268884	1
GO:0099622	cardiac muscle cell membrane repolarization	0.5577427072990464	1	0.5987852157743436	1
GO:0035019	somatic stem cell population maintenance	0.5577903143811386	1	0.5675331612064833	1
GO:0009994	oocyte differentiation	0.558073344240656	1	0.551889930872353	1
GO:1904375	regulation of protein localization to cell periphery	0.5581157817886913	1	0.6097816953485473	1
GO:0048873	homeostasis of number of cells within a tissue	0.5581797288058605	1	0.5823560591070348	1
GO:0140632	canonical inflammasome complex assembly	0.5582051306729432	1	0.6057662489630051	1
GO:0061053	somite development	0.5583537412373851	1	0.579229059473018	1
GO:0006012	galactose metabolic process	0.5584747813010935	1	0.5429897000991846	1
GO:0046847	filopodium assembly	0.5587935430943082	1	0.6432451728943251	1
GO:0031998	regulation of fatty acid beta-oxidation	0.5593915755130758	1	0.5948860533779868	1
GO:0071871	response to epinephrine	0.5598191938130614	1	0.5948860533779868	1
GO:0099638	endosome to plasma membrane protein transport	0.5599016837168747	1	0.6185831948764524	1
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	0.5600573455854592	1	0.6147231870500846	1
GO:0071361	cellular response to ethanol	0.5601570123075599	1	0.5697185905268884	1
GO:0071772	response to BMP	0.5604169963396861	1	0.6176309041093461	1
GO:0071773	cellular response to BMP stimulus	0.5604169963396861	1	0.6176309041093461	1
GO:0045618	positive regulation of keratinocyte differentiation	0.560751564477145	1	0.5697185905268884	1
GO:0034333	adherens junction assembly	0.5608565821927552	1	0.5948860533779868	1
GO:1903909	regulation of receptor clustering	0.5613190294478184	1	0.5948860533779868	1
GO:1902065	response to L-glutamate	0.5615878863561719	1	0.5697185905268884	1
GO:0051048	negative regulation of secretion	0.5617368132916081	1	0.5610376761218534	1
GO:0046761	viral budding from plasma membrane	0.5618251216739452	1	0.5146026381623099	1
GO:0032634	interleukin-5 production	0.5619339604987428	1	0.5697185905268884	1
GO:0032674	regulation of interleukin-5 production	0.5619339604987428	1	0.5697185905268884	1
GO:0120035	regulation of plasma membrane bounded cell projection organization	0.5619727775020159	1	0.7283293845803297	1
GO:0048659	smooth muscle cell proliferation	0.5620421739342313	1	0.6009427806610551	1
GO:0071322	cellular response to carbohydrate stimulus	0.5623268471114713	1	0.5661369396982765	1
GO:0032611	interleukin-1 beta production	0.5624582924928166	1	0.5486283192956547	1
GO:0032651	regulation of interleukin-1 beta production	0.5624582924928166	1	0.5486283192956547	1
GO:0055007	cardiac muscle cell differentiation	0.5630302709086825	1	0.6186243580992327	1
GO:0021692	cerebellar Purkinje cell layer morphogenesis	0.563302941104143	1	0.5948860533779868	1
GO:0030728	ovulation	0.5634058838741707	1	0.5948860533779868	1
GO:0046365	monosaccharide catabolic process	0.5640366512275741	1	0.523371523984559	1
GO:0032303	regulation of icosanoid secretion	0.5643419744612711	1	0.5429897000991846	1
GO:0030007	intracellular potassium ion homeostasis	0.5646922325683625	1	0.5948860533779868	1
GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	0.5654374389645136	1	0.5697185905268884	1
GO:0002534	cytokine production involved in inflammatory response	0.5655205213635293	1	0.5556594965632973	1
GO:1900015	regulation of cytokine production involved in inflammatory response	0.5655205213635293	1	0.5556594965632973	1
GO:0055001	muscle cell development	0.5656363501191957	1	0.6468110309146784	1
GO:0099537	trans-synaptic signaling	0.566084248014583	1	0.7254959119185141	1
GO:0006110	regulation of glycolytic process	0.5661093720818454	1	0.551889930872353	1
GO:0030811	regulation of nucleotide catabolic process	0.5661093720818454	1	0.551889930872353	1
GO:0033121	regulation of purine nucleotide catabolic process	0.5661093720818454	1	0.551889930872353	1
GO:0031667	response to nutrient levels	0.5665703381878607	1	0.6203266652167883	1
GO:0140895	cell surface toll-like receptor signaling pathway	0.5667170589408106	1	0.5675331612064833	1
GO:0070561	vitamin D receptor signaling pathway	0.566827848166295	1	0.5948860533779868	1
GO:0045348	positive regulation of MHC class II biosynthetic process	0.5670418517963918	1	0.5429897000991846	1
GO:0140058	neuron projection arborization	0.567150144122948	1	0.6301712124651655	1
GO:0010884	positive regulation of lipid storage	0.5678312166662713	1	0.5948860533779868	1
GO:0061101	neuroendocrine cell differentiation	0.5686714855045576	1	0.5697185905268884	1
GO:0017145	stem cell division	0.5686788196049983	1	0.5654362080847475	1
GO:0015671	oxygen transport	0.5690249522224176	1	0.45243672360015863	1
GO:2000378	negative regulation of reactive oxygen species metabolic process	0.569229099501288	1	0.5823560591070348	1
GO:2000320	negative regulation of T-helper 17 cell differentiation	0.5694334921275528	1	0.5429897000991846	1
GO:1901889	negative regulation of cell junction assembly	0.5694552866828455	1	0.5987852157743436	1
GO:0002863	positive regulation of inflammatory response to antigenic stimulus	0.5697665129369913	1	0.5146026381623099	1
GO:0009218	pyrimidine ribonucleotide metabolic process	0.5699263619816622	1	0.5117681007869435	1
GO:0032350	regulation of hormone metabolic process	0.569980892587421	1	0.5823560591070348	1
GO:0043010	camera-type eye development	0.5700679782118113	1	0.6735416877230441	1
GO:2001198	regulation of dendritic cell differentiation	0.5701193663326414	1	0.5429897000991846	1
GO:0061577	calcium ion transmembrane transport via high voltage-gated calcium channel	0.570288933110872	1	0.5948860533779868	1
GO:0031053	primary miRNA processing	0.5703260276130143	1	0.6185831948764524	1
GO:0060841	venous blood vessel development	0.5704421988270119	1	0.6185831948764524	1
GO:0046434	organophosphate catabolic process	0.5705400831436038	1	0.544516148502353	1
GO:0070920	regulation of regulatory ncRNA processing	0.5705640657778785	1	0.5948860533779868	1
GO:0071211	protein targeting to vacuole involved in autophagy	0.5707414891305903	1	0.5697185905268884	1
GO:0170043	non-proteinogenic amino acid biosynthetic process	0.5711364456376826	1	0.5948860533779868	1
GO:0043534	blood vessel endothelial cell migration	0.5711736489462342	1	0.6363128318622286	1
GO:0009134	nucleoside diphosphate catabolic process	0.5712984476621146	1	0.553113507857584	1
GO:0150117	positive regulation of cell-substrate junction organization	0.5716910348366786	1	0.6301712124651655	1
GO:0051347	positive regulation of transferase activity	0.5718871334116007	1	0.6097816953485473	1
GO:0010649	regulation of cell communication by electrical coupling	0.5719267086266915	1	0.5948860533779868	1
GO:0060977	coronary vasculature morphogenesis	0.5725833789275858	1	0.6185831948764524	1
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	0.5727864452509925	1	0.5697185905268884	1
GO:0002090	regulation of receptor internalization	0.572891423729559	1	0.6241411970866553	1
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	0.5741456579702758	1	0.5948860533779868	1
GO:0000097	sulfur amino acid biosynthetic process	0.5743130883252101	1	0.5948860533779868	1
GO:0170040	proteinogenic amino acid catabolic process	0.5743613043942959	1	0.5436137224577273	1
GO:0048025	negative regulation of mRNA splicing, via spliceosome	0.574700047429882	1	0.5948860533779868	1
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	0.5748252179974056	1	0.5429897000991846	1
GO:0021871	forebrain regionalization	0.5751323576156417	1	0.5948860533779868	1
GO:0034341	response to type II interferon	0.5757521058475445	1	0.5482244619396075	1
GO:0036109	alpha-linolenic acid metabolic process	0.5758682920848012	1	0.6185831948764524	1
GO:0034638	phosphatidylcholine catabolic process	0.5759559578376585	1	0.5697185905268884	1
GO:0032736	positive regulation of interleukin-13 production	0.5762969039287317	1	0.5697185905268884	1
GO:0016125	sterol metabolic process	0.5766210696789231	1	0.5923759217629343	1
GO:0034587	piRNA processing	0.5766761388232282	1	0.5697185905268884	1
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	0.5775034667232702	1	0.5429897000991846	1
GO:0046677	response to antibiotic	0.5775535011230144	1	0.6147231870500846	1
GO:0010657	muscle cell apoptotic process	0.577585535840006	1	0.6020677325195956	1
GO:0021819	layer formation in cerebral cortex	0.5777265965096772	1	0.6185831948764524	1
GO:0141201	pyroptotic cell death	0.5782414941169018	1	0.5948860533779868	1
GO:0097531	mast cell migration	0.5789329643577519	1	0.5697185905268884	1
GO:0043171	peptide catabolic process	0.5792948032767251	1	0.6408958116823863	1
GO:0043243	positive regulation of protein-containing complex disassembly	0.5794089086694723	1	0.5823560591070348	1
GO:0006486	protein glycosylation	0.580047357407645	1	0.6629022683037615	1
GO:0043413	macromolecule glycosylation	0.580047357407645	1	0.6629022683037615	1
GO:0051151	negative regulation of smooth muscle cell differentiation	0.580223063807312	1	0.6185831948764524	1
GO:0006177	GMP biosynthetic process	0.5802898978862915	1	0.5697185905268884	1
GO:0030510	regulation of BMP signaling pathway	0.5802935985722696	1	0.6106590011465846	1
GO:0030111	regulation of Wnt signaling pathway	0.580415723771593	1	0.647153668229654	1
GO:0009084	glutamine family amino acid biosynthetic process	0.5809543382220747	1	0.5948860533779868	1
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.5810527123068372	1	0.5948860533779868	1
GO:1904177	regulation of adipose tissue development	0.5810530314577271	1	0.6185831948764524	1
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.5828319827715587	1	0.5480281032736558	1
GO:0051148	negative regulation of muscle cell differentiation	0.5830875955703183	1	0.6185440108397078	1
GO:0048661	positive regulation of smooth muscle cell proliferation	0.5831503065527557	1	0.6241411970866553	1
GO:0072189	ureter development	0.5831804691730391	1	0.6185831948764524	1
GO:0055090	acylglycerol homeostasis	0.5832781864777725	1	0.5480281032736558	1
GO:0070328	triglyceride homeostasis	0.5832781864777725	1	0.5480281032736558	1
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	0.5833295273008023	1	0.5697185905268884	1
GO:0035751	regulation of lysosomal lumen pH	0.5836025603588377	1	0.5301363741784577	1
GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	0.5841987202492767	1	0.6185831948764524	1
GO:0051560	mitochondrial calcium ion homeostasis	0.5843722685091087	1	0.5948860533779868	1
GO:0003084	positive regulation of systemic arterial blood pressure	0.5843855101884465	1	0.5697185905268884	1
GO:0007519	skeletal muscle tissue development	0.5844008457777907	1	0.6018503696554198	1
GO:1902003	regulation of amyloid-beta formation	0.5847642747886848	1	0.6147231870500846	1
