category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0050859	negative regulation of B cell receptor signaling pathway	2.0392750470595036e-4	0.01515526026170348	1.3244272938382624e-4	0.009471622122172048
GO:0032729	positive regulation of type II interferon production	2.06717743352491e-4	0.015308718214728683	1.3201038322016042e-4	0.009471622122172048
GO:0002009	morphogenesis of an epithelium	2.1295800816438284e-4	0.01571570531579533	4.900897412493611e-4	0.028206519530232156
GO:0045058	T cell selection	2.173992603591269e-4	0.01598755675658443	3.934987632330723e-4	0.02339293470644017
GO:0048468	cell development	2.20370976535497e-4	0.01614982580124375	0.0014644262330700533	0.06929298569918518
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2.2640488055020793e-4	0.016534606951185773	2.1034400118923898e-4	0.013749454484976229
GO:0032715	negative regulation of interleukin-6 production	2.3296530370945222e-4	0.016955054138247237	2.6647159377775337e-4	0.01680981940486212
GO:0003335	corneocyte development	2.542920460734671e-4	0.01838043809735136	1.9878246571334261e-4	0.01311238127714588
GO:0010837	regulation of keratinocyte proliferation	2.617076445029138e-4	0.018787760356729587	3.2868251075449665e-4	0.019950199791426298
GO:0090130	tissue migration	2.7449102779342443e-4	0.01957232308313519	5.371855647651172e-4	0.030195263301933395
GO:0090136	epithelial cell-cell adhesion	2.8351177952007475e-4	0.020147473463133662	5.836228997810393e-4	0.03217945194746906
GO:0007218	neuropeptide signaling pathway	2.8602485189377857e-4	0.020190102087190936	9.526019274178104e-5	0.007093447135813242
GO:0034330	cell junction organization	2.9332869645199734e-4	0.020636651557719522	0.002748162692733552	0.11246447098931699
GO:0050878	regulation of body fluid levels	3.040922884704623e-4	0.02125222463727675	5.234496095974029e-4	0.029653933569584633
GO:0009653	anatomical structure morphogenesis	3.199402256114261e-4	0.022140295853015236	0.003254191350102047	0.12284848407113462
GO:1903038	negative regulation of leukocyte cell-cell adhesion	3.1994647186438203e-4	0.022140295853015236	2.3540746972004552e-4	0.015157000082087943
GO:0045916	negative regulation of complement activation	3.250558809714423e-4	0.022420357594062947	3.772282921907827e-4	0.02270599962078353
GO:0045604	regulation of epidermal cell differentiation	3.3322409125081893e-4	0.022834505421882416	3.147940328438846e-4	0.01941602295051502
GO:1903409	reactive oxygen species biosynthetic process	3.52892679873742e-4	0.024026299681984508	4.493977965583138e-4	0.02607229144209398
GO:0016064	immunoglobulin mediated immune response	3.616685965200294e-4	0.02454462185900881	2.0852792015245262e-4	0.013692701520556046
GO:0022409	positive regulation of cell-cell adhesion	3.740440681535939e-4	0.025303122123236387	4.3940058363960556e-4	0.025595083997007023
GO:0032103	positive regulation of response to external stimulus	4.004568749326283e-4	0.02687582052674701	2.3607400100164662e-4	0.015157000082087943
GO:0001913	T cell mediated cytotoxicity	4.033033167223001e-4	0.026937087983357172	1.682199655836567e-4	0.011796629236997596
GO:0050671	positive regulation of lymphocyte proliferation	4.068808605127511e-4	0.02709030738795623	3.1584974341485733e-4	0.01941602295051502
GO:0001818	negative regulation of cytokine production	4.0841233705445773e-4	0.02710676347758297	3.210602360988788e-4	0.019652695638493235
GO:0003416	endochondral bone growth	4.115511446466878e-4	0.027229462253645746	7.174649294425586e-4	0.038483386312422825
GO:0010631	epithelial cell migration	4.1638212740887585e-4	0.02740542410908656	8.634775321199042e-4	0.04423332067022743
GO:0002701	negative regulation of production of molecular mediator of immune response	4.2981633513832754e-4	0.02817299245164454	3.2868251075449665e-4	0.019950199791426298
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	4.460869070600343e-4	0.02914894817464113	7.526463015691766e-4	0.039372267944990914
GO:0050672	negative regulation of lymphocyte proliferation	4.6022530930975465e-4	0.029979985735468152	2.587491739498909e-4	0.016394256872281247
GO:0032946	positive regulation of mononuclear cell proliferation	4.820357448594691e-4	0.03130414286462755	3.819312970189572e-4	0.02289369094081268
GO:0002831	regulation of response to biotic stimulus	5.010060718494713e-4	0.032337107499862204	5.482869528420296e-4	0.030699819072697518
GO:0032945	negative regulation of mononuclear cell proliferation	5.106427205103095e-4	0.03275873938933311	0.00029484159328367577	0.018358972657655088
GO:0042554	superoxide anion generation	5.142271899826735e-4	0.032802502199122875	4.024134918838708e-4	0.023727613484711828
GO:0001969	regulation of activation of membrane attack complex	5.248238389879164e-4	0.03336425284843061	7.604086083796528e-4	0.039372267944990914
GO:0003334	keratinocyte development	5.387961578610161e-4	0.03414964476821203	5.836228997810393e-4	0.03217945194746906
GO:0007586	digestion	5.473498799355635e-4	0.03458792385005989	6.150811781853996e-4	0.03340399511303113
GO:0019724	B cell mediated immunity	5.544371491018024e-4	0.034931195429679526	2.9000593524833144e-4	0.018136042167088296
GO:0070665	positive regulation of leukocyte proliferation	5.605402393809549e-4	0.035210602060638196	4.192405625353668e-4	0.02451963225257453
GO:0045229	external encapsulating structure organization	5.628929261791097e-4	0.03525346617191777	0.0014972152038883742	0.0704520222650536
GO:0002922	positive regulation of humoral immune response	5.902845766516136e-4	0.036859604363340105	1.8845227250061303e-4	0.012603618187703038
GO:0007160	cell-matrix adhesion	6.064036526110086e-4	0.03775444097937447	0.0023655815962540065	0.10080587533771498
GO:0030888	regulation of B cell proliferation	6.22285739373621e-4	0.03862930239770484	6.229406720582923e-4	0.03370412340282431
GO:0098659	inorganic cation import across plasma membrane	6.290510387117797e-4	0.0387077295132677	0.001618134717898323	0.07492171197038197
GO:0099587	inorganic ion import across plasma membrane	6.290510387117797e-4	0.0387077295132677	0.001618134717898323	0.07492171197038197
GO:0051716	cellular response to stimulus	6.323168383508807e-4	0.038795579041377	0.0023948077225965088	0.10175115400185047
GO:0001867	complement activation, lectin pathway	6.388753165492355e-4	0.039084354872719315	5.836228997810393e-4	0.03217945194746906
GO:0036336	dendritic cell migration	6.408656700553472e-4	0.03909280587337618	3.930088377606489e-4	0.02339293470644017
GO:0071674	mononuclear cell migration	6.532876340622236e-4	0.039735702606678074	2.4382007659770616e-4	0.015585065604117094
GO:0032623	interleukin-2 production	6.872917615676519e-4	0.04156441237721163	7.206089226610021e-4	0.038483386312422825
GO:0032663	regulation of interleukin-2 production	6.872917615676519e-4	0.04156441237721163	7.206089226610021e-4	0.038483386312422825
GO:0032703	negative regulation of interleukin-2 production	7.360994465009436e-4	0.04413669010752533	5.593536914945242e-4	0.031198546051466783
GO:0002759	regulation of antimicrobial humoral response	7.383483799744266e-4	0.04414612155167209	3.512354818053153e-4	0.02122990698811542
GO:0099024	plasma membrane invagination	7.453296501376156e-4	0.04443764857571897	8.631422909004262e-4	0.04423332067022743
GO:0042130	negative regulation of T cell proliferation	7.631182171359634e-4	0.04520098531509671	5.13961841791328e-4	0.0294630665337997
GO:0008037	cell recognition	7.819217547247159e-4	0.04609843730508339	7.239481475691588e-4	0.038483386312422825
GO:0050727	regulation of inflammatory response	8.085704865591163e-4	0.047536737296146825	5.228836103255317e-4	0.029653933569584633
GO:0030335	positive regulation of cell migration	8.183009948459731e-4	0.04797516888116419	0.0011124364745406694	0.05579950455282816
GO:0008284	positive regulation of cell population proliferation	8.308179623894563e-4	0.04843990031544714	9.682519759331612e-4	0.04907848436607174
GO:0002819	regulation of adaptive immune response	8.394062786754471e-4	0.04880580969069969	4.7116871373583226e-4	0.027226012954511332
GO:0002708	positive regulation of lymphocyte mediated immunity	8.534695623254714e-4	0.04948716643527857	3.9777344976686023e-4	0.02355014448906583
GO:0048871	multicellular organismal-level homeostasis	8.706650052016549e-4	0.050229921155521544	0.0019413915766145408	0.0860286586373425
GO:0002335	mature B cell differentiation	8.723724791617966e-4	0.050229921155521544	7.526463015691766e-4	0.039372267944990914
GO:0006583	melanin biosynthetic process from tyrosine	8.73418983420658e-4	0.050229921155521544	7.604086083796528e-4	0.039372267944990914
GO:0045088	regulation of innate immune response	8.874728784822299e-4	0.05089946351425528	0.0010167348076438433	0.051176832861404044
GO:0002237	response to molecule of bacterial origin	8.981646783274642e-4	0.05137307235983593	5.234496095974029e-4	0.029653933569584633
GO:0030101	natural killer cell activation	9.320183283417788e-4	0.05316534821076104	4.1742639353464507e-4	0.02451277106098164
GO:0034308	primary alcohol metabolic process	9.594067022784867e-4	0.05436062954579407	6.13786720195313e-4	0.03340399511303113
GO:0046113	nucleobase catabolic process	9.896614454053215e-4	0.0553267713575536	0.0018182567478668545	0.081293237885543
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	9.93501674619199e-4	0.0553267713575536	0.0018182567478668545	0.081293237885543
GO:0045580	regulation of T cell differentiation	0.0010169784597575601	0.05633686974184531	0.0010005692100800879	0.050539240590269055
GO:0097278	complement-dependent cytotoxicity	0.0010247004452700252	0.0566160408321182	0.0011503176280736802	0.0563304693394996
GO:0031349	positive regulation of defense response	0.001033774435659086	0.05681990426828299	7.245937336964564e-4	0.038483386312422825
GO:0051251	positive regulation of lymphocyte activation	0.001072142117834668	0.05877566633511299	0.0011231481194616992	0.05614186067039345
GO:0050789	regulation of biological process	0.0011723854654500773	0.06410457936214853	0.014273105756660128	0.3419391140310319
GO:0052547	regulation of peptidase activity	0.001211155459209638	0.06588235450556797	7.457406948582297e-4	0.0393174090435109
GO:0070268	cornification	0.0012150171090132514	0.06588235450556797	7.604086083796528e-4	0.039372267944990914
GO:0001911	negative regulation of leukocyte mediated cytotoxicity	0.001217384547388018	0.06588235450556797	0.0011385226904309436	0.0563304693394996
GO:0098868	bone growth	0.0012210555331595636	0.0659120155572014	0.0021071948302645	0.09138876519488247
GO:0002696	positive regulation of leukocyte activation	0.0012319013262497816	0.0663278300811936	0.0011379427845827253	0.0563304693394996
GO:0010647	positive regulation of cell communication	0.0012365752775659467	0.06641007075905057	0.0038794605933175933	0.13504262103871315
GO:0019731	antibacterial humoral response	0.0012399907239749176	0.06642447771628074	1.874514349802365e-4	0.012603618187703038
GO:0044848	biological phase	0.0012619522526881117	0.06692151820410876	0.0011503176280736802	0.0563304693394996
GO:0044851	hair cycle phase	0.0012619522526881117	0.06692151820410876	0.0011503176280736802	0.0563304693394996
GO:0048819	regulation of hair follicle maturation	0.0012619522526881117	0.06692151820410876	0.0011503176280736802	0.0563304693394996
GO:0009967	positive regulation of signal transduction	0.0012776068538701776	0.06758188034532324	0.003854991172724938	0.1345149818386098
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	0.0012889809628203856	0.0678434718236585	0.001338978328713104	0.06404927462446855
GO:0033993	response to lipid	0.0012984362658910779	0.06808360968976779	0.0015136158569866189	0.07099251516243082
GO:0002434	immune complex clearance	0.001304663839228079	0.06815899750185107	0.0018182567478668545	0.081293237885543
GO:0003148	outflow tract septum morphogenesis	0.001320167516984381	0.06879865583573418	0.002119288130990283	0.09138876519488247
GO:0070664	negative regulation of leukocyte proliferation	0.0013269797514842236	0.06898333653898035	7.726813623675638e-4	0.03986483914557795
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.0013350162990154266	0.06906939822986981	0.0014677871815001154	0.06929298569918518
GO:0022617	extracellular matrix disassembly	0.0013351802557465594	0.06906939822986981	0.0011650753235923773	0.056860399069646905
GO:0023056	positive regulation of signaling	0.00134005840855787	0.06915225616386896	0.004213937496217213	0.14323421428318556
GO:0048522	positive regulation of cellular process	0.001366170304458611	0.0702087656646264	0.006199203702602883	0.19066780338820027
GO:0001914	regulation of T cell mediated cytotoxicity	0.001367184814183713	0.0702087656646264	5.90858613510329e-4	0.032454538139810696
GO:0042045	epithelial fluid transport	0.0013842389295834461	0.0709120069121073	0.0018289008938669167	0.081293237885543
GO:1903034	regulation of response to wounding	0.0013981405090170763	0.0714507350685579	0.0018273040459269993	0.081293237885543
GO:0050864	regulation of B cell activation	0.0014025782801835437	0.07150438932742482	0.0013710374486162868	0.06536635967891379
GO:0007043	cell-cell junction assembly	0.0014102067968053385	0.07172005940571921	0.002612254426881508	0.1087428736703769
GO:0045619	regulation of lymphocyte differentiation	0.0014295909927769905	0.07236699166341519	0.0014506905901516152	0.06893643508332313
GO:0018108	peptidyl-tyrosine phosphorylation	0.0014553403014576421	0.0733088601493198	0.0018051951726231461	0.081293237885543
GO:0042438	melanin biosynthetic process	0.0015317934499845766	0.07697626798898684	0.0012984971229650641	0.06231923401446285
GO:0018212	peptidyl-tyrosine modification	0.0015719866314304679	0.07857856148256451	0.0019775032076792113	0.08705383666458671
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.001578507546720035	0.07857856148256451	9.488621798027261e-4	0.04826501073743021
GO:0042102	positive regulation of T cell proliferation	0.0015835038266519136	0.07863866297721245	0.001191541283741604	0.057568579882713085
GO:0070633	transepithelial transport	0.001594511323462603	0.07886140434254639	0.0025419142529940187	0.10643621246014955
GO:0032496	response to lipopolysaccharide	0.00160273481907128	0.07903579694233279	8.861584075548735e-4	0.04523478570861379
GO:0061041	regulation of wound healing	0.0016378974983080451	0.08058150256244662	0.0019775032076792113	0.08705383666458671
GO:0050673	epithelial cell proliferation	0.0016455679401978763	0.08077059754841018	0.0024757793786362335	0.10488301731313499
GO:0046645	positive regulation of gamma-delta T cell activation	0.0016639921583827906	0.08148542574205843	0.002741905904910464	0.11246447098931699
GO:0061737	leukotriene signaling pathway	0.0017007997789075418	0.08303299920332421	0.0018182567478668545	0.081293237885543
GO:0086003	cardiac muscle cell contraction	0.0017039610377930347	0.08303299920332421	0.004020693213857756	0.137964214174321
GO:0030001	metal ion transport	0.0017093781572301253	0.08303299920332421	0.004184207992731345	0.14255912420518163
GO:0033627	cell adhesion mediated by integrin	0.0017113311216453157	0.08303299920332421	0.0023134057639553856	0.09887414102396302
GO:0019233	sensory perception of pain	0.0017170484903864982	0.08311932439930603	0.0015480985551901156	0.07237485996205958
GO:0009164	nucleoside catabolic process	0.001738658038583085	0.08397280677879769	0.0018289008938669167	0.081293237885543
GO:0043277	apoptotic cell clearance	0.0017758324229226316	0.08550829965404898	0.001599699830121776	0.07454601208367477
GO:0006883	intracellular sodium ion homeostasis	0.0018111428443771222	0.08668022873792187	0.002307476912595772	0.09887414102396302
GO:0031581	hemidesmosome assembly	0.0018397723515254007	0.08765290124445849	0.0034786697293280734	0.12347140764096647
GO:0046629	gamma-delta T cell activation	0.0018441180490736085	0.08766206203546753	0.002119288130990283	0.09138876519488247
GO:0006582	melanin metabolic process	0.0018756933332688694	0.08856461631313815	0.0016709822253223206	0.07663177532382934
